session,verdict,C1,C2,C3,C4,C5,C7,tar_bytes_now,wfz_bytes_now,b2_wfz_bytes,notes
FD_011/2026-04-13/1,PASS,pass,pass,pass,pass,pass,pass,124084439040,39881150064,39881150064,
FD_011/2026-04-14/2,PASS,pass,pass,pass,pass,pass,pass,136096851456,43955658425,43955658425,
FD_011/2026-05-23/1,PASS,pass,pass,pass,pass,pass,pass,99274888704,34431190617,34431190617,
FD_011/2026-05-25/1,PASS,pass,pass,pass,pass,pass,pass,99952018944,34991353996,34991353996,
FD_011/2026-07-16/1,PASS,pass,pass,pass,pass,pass,pass,49804512768,16802935598,16802935598,
FD_012/2026-02-10/1,PASS,pass,pass,pass,pass,pass,pass,103259198976,35863602132,35863602132,
FD_012/2026-02-11/1,PASS,pass,pass,pass,pass,pass,pass,108383239680,37790614128,37790614128,
FD_012/2026-02-12/1,PASS,pass,pass,pass,pass,pass,pass,93670528512,32243121278,32243121278,
FD_012/2026-02-13/1,PASS,pass,pass,pass,pass,pass,pass,75676583424,24921484755,24921484755,
FD_012/2026-02-15/1,PASS,pass,pass,pass,pass,pass,pass,72787705344,23945717472,23945717472,
FD_012/2026-02-16/1,PASS,pass,pass,pass,pass,pass,pass,76832134656,25398253108,25398253108,
FD_012/2026-02-16/3,PASS,pass,pass,pass,pass,pass,pass,5187360768,1715144385,1715144385,
FD_012/2026-02-17/1,PASS,pass,pass,pass,pass,pass,pass,84209057280,27735511971,27735511971,
FD_012/2026-02-20/1,PASS,pass,pass,pass,pass,pass,pass,118232004096,41955268893,41955268893,
FD_012/2026-02-21/1,PASS,pass,pass,pass,pass,pass,pass,111461967360,38987024771,38987024771,
FD_012/2026-02-22/1,PASS,pass,pass,pass,pass,pass,pass,114776108544,39567798502,39567798502,
FD_012/2026-02-23/1,PASS,pass,pass,pass,pass,pass,pass,115624103424,40680803081,40680803081,
FD_012/2026-02-24/1,PASS,pass,pass,pass,pass,pass,pass,98159838720,32544341079,32544341079,
FD_012/2026-03-02/1,PASS,pass,pass,pass,pass,pass,pass,107037206016,37455582979,37455582979,
FD_012/2026-03-03/1,PASS,pass,pass,pass,pass,pass,pass,115088727552,37640682009,37640682009,
FD_012/2026-04-15/1,PASS,pass,pass,pass,pass,pass,pass,121577154048,43861704089,43861704089,
FD_012/2026-04-20/1,PASS,pass,pass,pass,pass,pass,pass,126789158400,45854785750,45854785750,
FD_012/2026-04-21/1,PASS,pass,pass,pass,pass,pass,pass,124923576320,43757735598,43757735598,
FD_012/2026-04-23/1,PASS,pass,pass,pass,pass,pass,pass,122809282560,42991937505,42991937505,
FD_012/2026-05-05/1,PASS,pass,pass,pass,pass,pass,pass,126363262464,42907880516,42907880516,
FD_012/2026-05-06/1,PASS,pass,pass,pass,pass,pass,pass,130003312128,44873768130,44873768130,
KM_052/2025-05-20/1,PASS,pass,pass,pass,pass,pass,pass,82002372096,32489721903,32489721903,
LK_0001/2021-03-08/1,PASS,pass,pass,pass,pass,pass,pass,31601953280,14570721406,14570721406,
LK_0001/2021-03-09/5,PASS,pass,pass,pass,pass,pass,pass,43224047104,19593509376,19593509376,
LK_0001/2021-04-06/2,REFUSE,pass,pass,pass,fail,pass,pass,-1,132876272972,132876272972,C4: the tar is already gone
LK_0001/2021-04-07/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,126112644720,126112644720,C4: the tar is already gone
LK_0001/2021-04-13/3,PASS,pass,pass,pass,pass,pass,pass,2532160000,831690616,831690616,
LK_0001/2021-04-13/5,PASS,pass,pass,pass,pass,pass,pass,2524748288,999541293,999541293,
LK_0001/2021-04-22/1,PASS,pass,pass,pass,pass,pass,pass,3229390336,1344061072,1344061072,
LK_0001/2021-04-22/3,PASS,pass,pass,pass,pass,pass,pass,3268037120,1472799367,1472799367,
LK_0001/2021-04-22/5,PASS,pass,pass,pass,pass,pass,pass,3049391616,1426426701,1426426701,
LK_0001/2021-09-16/1,PASS,pass,pass,pass,pass,pass,pass,32276332032,15121482490,15121482490,
LK_0003/2021-03-24/1,PASS,pass,pass,pass,pass,pass,pass,35661453824,16131146167,16131146167,
LK_0003/2021-03-31/1,PASS,pass,pass,pass,pass,pass,pass,72478074368,32286891903,32286891903,
LK_0003/2021-04-06/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,97114576223,97114576223,C4: the tar is already gone
LK_0003/2021-05-20/3,REFUSE,pass,pass,pass,fail,pass,pass,-1,103503080117,103503080117,C4: the tar is already gone
LK_0003/2021-05-21/3,REFUSE,pass,pass,pass,fail,pass,pass,-1,118495014848,118495014848,C4: the tar is already gone
LK_0003/2021-07-06/1,PASS,pass,pass,pass,pass,pass,pass,75325230592,32958864513,32958864513,
LK_0003/2021-07-07/1,PASS,pass,pass,pass,pass,pass,pass,29141794304,13334586628,13334586628,
LK_0003/2021-07-07/2,PASS,pass,pass,pass,pass,pass,pass,22667663872,10346828559,10346828559,
LK_0003/2021-07-17/1,PASS,pass,pass,pass,pass,pass,pass,61049743872,27493398507,27493398507,
MT_004/2025-04-24/4,PASS,pass,pass,pass,pass,pass,pass,14705751552,5641482000,5641482000,
MT_004/2025-05-13/1,PASS,pass,pass,pass,pass,pass,pass,23198989824,9584027137,9584027137,
SM_0001/2020-09-03/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,12918583663,12918583663,C4: the tar is already gone
SM_0001/2020-09-29/1,PASS,pass,pass,pass,pass,pass,pass,78817735168,35482447310,35482447310,
SM_0001/2020-11-06/2,PASS,pass,pass,pass,pass,pass,pass,36208861696,16434742094,16434742094,
Subjects/test/2025-11-04,PASS,pass,pass,pass,pass,pass,pass,5484321280,1441369072,1441369072,
Subjects/test/2025-12-03,PASS,pass,pass,pass,pass,pass,pass,17021040128,6764349952,6764349952,
XL_004/2026-06-03/1,PASS,pass,pass,pass,pass,pass,pass,54753259008,21505929252,21505929252,
XL_004/2026-06-04/3,PASS,pass,pass,pass,pass,pass,pass,48764136960,15965772544,15965772544,
XL_004/2026-06-17/1,PASS,pass,pass,pass,pass,pass,pass,64246371840,25146448200,25146448200,
XL_009/2026-06-03/1,PASS,pass,pass,pass,pass,pass,pass,121628413440,49037479558,49037479558,
XL_009/2026-06-17/1,PASS,pass,pass,pass,pass,pass,pass,93950240256,38565671533,38565671533,
XL_009/2026-07-23/1,PASS,pass,pass,pass,pass,pass,pass,45832226304,19257948171,19257948171,
ZYE_0007/2020-07-25/1,PASS,pass,pass,pass,pass,pass,pass,34580052480,15166166434,15166166434,
ZYE_0007/2020-07-29/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,14704817866,14704817866,C4: the tar is already gone
ZYE_0008/2020-07-25/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,8870590325,8870590325,C4: the tar is already gone
ZYE_0009/2020-08-14/4,PASS,pass,pass,pass,pass,pass,pass,99632361984,42150724047,42150724047,
ZYE_0009/2020-08-15/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,88654585848,88654585848,C4: the tar is already gone
ZYE_0009/2020-08-16/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,83117802873,83117802873,C4: the tar is already gone
ZYE_0009/2020-08-17/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,98207070777,98207070777,C4: the tar is already gone
ZYE_0009/2020-08-18/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,98950145976,98950145976,C4: the tar is already gone
ZYE_0009/2020-08-20/2,PASS,pass,pass,pass,pass,pass,pass,111720129536,50547033603,50547033603,
ZYE_0009/2020-08-25/1,PASS,pass,pass,pass,pass,pass,pass,108863637504,49055511467,49055511467,
ZYE_0009/2020-08-26/1,PASS,pass,pass,pass,pass,pass,pass,103499274240,46290705466,46290705466,
ZYE_0009/2020-08-30/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,91639712045,91639712045,C4: the tar is already gone
ZYE_0009/2020-08-31/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,69339145933,69339145933,C4: the tar is already gone
ZYE_0009/2020-09-01/1,PASS,pass,pass,pass,pass,pass,pass,94098955776,42931783168,42931783168,
ZYE_0009/2020-09-02/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,67364577782,67364577782,C4: the tar is already gone
ZYE_0009/2020-09-03/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,70777240730,70777240730,C4: the tar is already gone
ZYE_0009/2020-09-04/1,PASS,pass,pass,pass,pass,pass,pass,111174079488,49836701582,49836701582,
ZYE_0009/2020-09-10/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,70317436648,70317436648,C4: the tar is already gone
ZYE_0009/2020-09-26/1,PASS,pass,pass,pass,pass,pass,pass,82174711296,37019909114,37019909114,
ZYE_0009/2021-01-20/1,PASS,pass,pass,pass,pass,pass,pass,85114513920,38583913836,38583913836,
ZYE_0012/2020-10-14/1,PASS,pass,pass,pass,pass,pass,pass,30081493504,13549778505,13549778505,
ZYE_0012/2020-10-16/1,PASS,pass,pass,pass,pass,pass,pass,72661249536,32713437644,32713437644,
ZYE_0012/2020-10-16/5,PASS,pass,pass,pass,pass,pass,pass,89568952832,40275313913,40275313913,
ZYE_0012/2020-12-03/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,125116891125,125116891125,C4: the tar is already gone
ZYE_0012/2020-12-17/1,PASS,pass,pass,pass,pass,pass,pass,105345840640,47396420640,47396420640,
ZYE_0013/2020-11-11/3,PASS,pass,pass,pass,pass,pass,pass,69989856768,33229361266,33229361266,
ZYE_0014/2020-10-26/1,PASS,pass,pass,pass,pass,pass,pass,27482629632,12150908338,12150908338,
ZYE_0014/2020-10-28/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,64859471295,64859471295,C4: the tar is already gone
ZYE_0014/2020-12-09/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,70171127576,70171127576,C4: the tar is already gone
ZYE_0014/2020-12-10/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,61353466158,61353466158,C4: the tar is already gone
ZYE_0014/2020-12-22/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,60362041087,60362041087,C4: the tar is already gone
ZYE_0014/2020-12-23/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,61879557481,61879557481,C4: the tar is already gone
ZYE_0014/2021-04-06/3,REFUSE,pass,pass,pass,fail,pass,pass,-1,56394627649,56394627649,C4: the tar is already gone
ZYE_0014/2021-04-17/1,PASS,pass,pass,pass,pass,pass,pass,19459980800,8454918753,8454918753,
ZYE_0014/2021-04-17/2,PASS,pass,pass,pass,pass,pass,pass,21343085056,9404218033,9404218033,
ZYE_0016/2020-11-06/1,PASS,pass,pass,pass,pass,pass,pass,26199344640,11723985812,11723985812,
ZYE_0016/2020-12-03/1,PASS,pass,pass,pass,pass,pass,pass,32570769920,14007334808,14007334808,
ZYE_0016/2020-12-21/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,62997509396,62997509396,C4: the tar is already gone
ZYE_0016/2021-02-16/3,PASS,pass,pass,pass,pass,pass,pass,96691078656,41323901822,41323901822,
ZYE_0016/2021-02-25/1,PASS,pass,pass,pass,pass,pass,pass,59319638528,26274897217,26274897217,
ZYE_0016/2021-02-26/1,PASS,pass,pass,pass,pass,pass,pass,6643013120,2835116879,2835116879,
ZYE_0016/2021-02-26/2,PASS,pass,pass,pass,pass,pass,pass,49776000512,21162837929,21162837929,
ZYE_0026/2021-01-13/1,PASS,pass,pass,pass,pass,pass,pass,35019281920,15558235081,15558235081,
ZYE_0026/2021-02-16/2,PASS,pass,pass,pass,pass,pass,pass,66316824064,30851053375,30851053375,
ZYE_0026/2021-03-19/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,67476679333,67476679333,C4: the tar is already gone
ZYE_0026/2021-03-22/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,68666344782,68666344782,C4: the tar is already gone
ZYE_0027/2021-01-13/1,PASS,pass,pass,pass,pass,pass,pass,24026654208,10718622240,10718622240,
ZYE_0027/2021-02-16/2,PASS,pass,pass,pass,pass,pass,pass,73578713600,34043474342,34043474342,
ZYE_0027/2021-04-19/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,61592710896,61592710896,C4: the tar is already gone
ZYE_0031/2021-03-20/1,PASS,pass,pass,pass,pass,pass,pass,33436352000,14851810750,14851810750,
ZYE_0031/2021-03-21/3,PASS,pass,pass,pass,pass,pass,pass,49263533568,22019812946,22019812946,
ZYE_0031/2021-03-31/1,PASS,pass,pass,pass,pass,pass,pass,77408451072,35011135036,35011135036,
ZYE_0031/2021-04-13/3,PASS,pass,pass,pass,pass,pass,pass,2456454656,865676939,865676939,
ZYE_0031/2021-04-13/5,PASS,pass,pass,pass,pass,pass,pass,2808510976,1088552358,1088552358,
ZYE_0031/2021-04-22/1,PASS,pass,pass,pass,pass,pass,pass,3251096064,1275673501,1275673501,
ZYE_0031/2021-04-22/3,PASS,pass,pass,pass,pass,pass,pass,3166920192,1313464636,1313464636,
ZYE_0031/2021-04-22/5,PASS,pass,pass,pass,pass,pass,pass,3512094208,1540828457,1540828457,
ZYE_0031/2021-04-22/7,PASS,pass,pass,pass,pass,pass,pass,4273382912,1599447977,1599447977,
ZYE_0031/2021-06-28/1,PASS,pass,pass,pass,pass,pass,pass,94581917184,44052553581,44052553581,
ZYE_0031/2021-09-29/3,PASS,pass,pass,pass,pass,pass,pass,38057885184,17435174831,17435174831,
ZYE_0031/2021-09-30/1,PASS,pass,pass,pass,pass,pass,pass,75305111040,33933972100,33933972100,
ZYE_0031/2021-09-30/2,PASS,pass,pass,pass,pass,pass,pass,162358746624,72158155822,72158155822,
ZYE_0034/2021-05-06/3,PASS,pass,pass,pass,pass,pass,pass,38448257536,17930203144,17930203144,
ZYE_0034/2021-05-06/8,PASS,pass,pass,pass,pass,pass,pass,33656585728,15740126246,15740126246,
ZYE_0034/2021-05-21/2,PASS,pass,pass,pass,pass,pass,pass,77486803456,35534900281,35534900281,
ZYE_0035/2021-05-12/2,PASS,pass,pass,pass,pass,pass,pass,71820549632,32662027261,32662027261,
ZYE_0035/2021-07-01/1,PASS,pass,pass,pass,pass,pass,pass,67204641280,30799368985,30799368985,
ZYE_0035/2021-07-05/1,PASS,pass,pass,pass,pass,pass,pass,64301367808,29647439233,29647439233,
ZYE_0035/2021-07-17/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,721753613,721753613,C4: the tar is already gone
ZYE_0035/2021-07-17/2,PASS,pass,pass,pass,pass,pass,pass,33242059264,15271894145,15271894145,
ZYE_0035/2021-07-18/1,PASS,pass,pass,pass,pass,pass,pass,69127451136,31077269818,31077269818,
ZYE_0038/2021-07-21/1,PASS,pass,pass,pass,pass,pass,pass,51692986880,22771911563,22771911563,
ZYE_0038/2021-07-21/2,PASS,pass,pass,pass,pass,pass,pass,39130664448,17160412602,17160412602,
ZYE_0038/2021-09-01/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,71487607045,71487607045,C4: the tar is already gone
ZYE_0038/2021-09-02/2,REFUSE,pass,pass,pass,fail,pass,pass,-1,65038900837,65038900837,C4: the tar is already gone
ZYE_0041/2021-09-02/2,REFUSE,pass,pass,pass,fail,pass,pass,-1,87971194094,87971194094,C4: the tar is already gone
ZYE_0041/2021-09-02/7,REFUSE,pass,pass,pass,fail,pass,pass,-1,60590726226,60590726226,C4: the tar is already gone
ZYE_0041/2021-09-03/1,PASS,pass,pass,pass,pass,pass,pass,47814888960,20436214079,20436214079,
ZYE_0041/2021-09-03/2,REFUSE,pass,pass,pass,fail,pass,pass,-1,74726288387,74726288387,C4: the tar is already gone
ZYE_0043/2021-09-13/1,PASS,pass,pass,pass,pass,pass,pass,114247060992,51518654910,51518654910,
ZYE_0043/2021-09-23/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,53884700819,53884700819,C4: the tar is already gone
ZYE_0043/2021-09-25/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,74829612861,74829612861,C4: the tar is already gone
ZYE_0043/2021-09-26/1,PASS,pass,pass,pass,pass,pass,pass,163020688896,73766907534,73766907534,
ZYE_0043/2021-09-27/1,PASS,pass,pass,pass,pass,pass,pass,149714763264,65664931726,65664931726,
ZYE_0045/2021-09-21/1,PASS,pass,pass,pass,pass,pass,pass,39538712064,18012506386,18012506386,
ZYE_0045/2021-09-22/1,REFUSE,pass,pass,pass,fail,pass,pass,-1,80691064604,80691064604,C4: the tar is already gone
ZYE_0045/2021-09-23/2,PASS,pass,pass,pass,pass,pass,pass,96866962944,43488219482,43488219482,
ZYE_0046/2021-10-02/1,PASS,pass,pass,pass,pass,pass,pass,30474026496,13713316891,13713316891,
ZYE_0046/2021-10-06/1,PASS,pass,pass,pass,pass,pass,pass,48069920256,21815669138,21815669138,
ZYE_0046/2021-11-22/1,PASS,pass,pass,pass,pass,pass,pass,174909070848,77009828725,77009828725,
ZYE_0046/2021-11-23/2,PASS,pass,pass,pass,pass,pass,pass,87909225984,40651556230,40651556230,
ZYE_0046/2021-11-23/4,PASS,pass,pass,pass,pass,pass,pass,13726760448,6338290663,6338290663,
ZYE_0046/2021-11-24/1,PASS,pass,pass,pass,pass,pass,pass,196947445248,88251027950,88251027950,
ZYE_0046/2021-11-24/3,PASS,pass,pass,pass,pass,pass,pass,36569464320,16392408303,16392408303,
ZYE_0046/2021-11-27/2,REFUSE,pass,pass,pass,fail,pass,pass,-1,192366063076,192366063076,C4: the tar is already gone
ZYE_0046/2021-11-29/1,PASS,pass,pass,pass,pass,pass,pass,346362244608,155571900071,155571900071,
ZYE_0046/2021-11-30/6,PASS,pass,pass,pass,pass,pass,pass,124664741376,54729357143,54729357143,
ZYE_0046/2021-12-01/1,PASS,pass,pass,pass,pass,pass,pass,163064987136,71585416882,71585416882,
ZYE_0047/2021-10-02/1,PASS,pass,pass,pass,pass,pass,pass,36575159808,15963811828,15963811828,
ZYE_0047/2021-11-24/2,PASS,pass,pass,pass,pass,pass,pass,62374454784,26922162108,26922162108,
ZYE_0047/2021-11-26/2,PASS,pass,pass,pass,pass,pass,pass,80539897344,33007902878,33007902878,
ZYE_0048/2021-10-08/1,PASS,pass,pass,pass,pass,pass,pass,37454163456,16523051994,16523051994,
ZYE_0048/2021-10-11/1,PASS,pass,pass,pass,pass,pass,pass,67411164672,29203054102,29203054102,
ZYE_0048/2021-12-03/3,PASS,pass,pass,pass,pass,pass,pass,62635181568,28552604751,28552604751,
ZYE_0048/2021-12-07/1,PASS,pass,pass,pass,pass,pass,pass,193068185088,84262103754,84262103754,
ZYE_0048/2021-12-08/1,PASS,pass,pass,pass,pass,pass,pass,29167228416,12726987340,12726987340,
ZYE_0048/2021-12-08/6,PASS,pass,pass,pass,pass,pass,pass,75598745088,32992364841,32992364841,
ZYE_0048/2021-12-10/1,PASS,pass,pass,pass,pass,pass,pass,70022229504,30911087146,30911087146,
ZYE_0049/2021-12-01/2,PASS,pass,pass,pass,pass,pass,pass,207429674496,92733745745,92733745745,
ZYE_0049/2021-12-02/1,PASS,pass,pass,pass,pass,pass,pass,178629490176,79520568350,79520568350,
ZYE_0049/2021-12-02/3,PASS,pass,pass,pass,pass,pass,pass,28420486656,12553307544,12553307544,
ZYE_0049/2021-12-04/1,PASS,pass,pass,pass,pass,pass,pass,208834561536,96260009447,96260009447,
ZYE_0050/2021-12-03/1,PASS,pass,pass,pass,pass,pass,pass,69815293440,31645478247,31645478247,
ZYE_0050/2021-12-08/2,PASS,pass,pass,pass,pass,pass,pass,61267631616,28029087391,28029087391,
ZYE_0050/2021-12-11/1,PASS,pass,pass,pass,pass,pass,pass,145103949312,65680976418,65680976418,
ZYE_0050/2021-12-12/3,PASS,pass,pass,pass,pass,pass,pass,141575910912,62996160636,62996160636,
ZYE_0051/2021-12-15/1,PASS,pass,pass,pass,pass,pass,pass,32014972416,14585918058,14585918058,
ZYE_0051/2021-12-15/3,PASS,pass,pass,pass,pass,pass,pass,49309638144,22394270998,22394270998,
ZYE_0051/2022-02-21/1,PASS,pass,pass,pass,pass,pass,pass,93286399488,40696102790,40696102790,
ZYE_0052/2021-12-15/1,PASS,pass,pass,pass,pass,pass,pass,34230517248,14965674048,14965674048,
ZYE_0052/2021-12-18/2,PASS,pass,pass,pass,pass,pass,pass,138743987712,62884590354,62884590354,
ZYE_0052/2021-12-19/4,PASS,pass,pass,pass,pass,pass,pass,119245800960,51092134262,51092134262,
ZYE_0052/2021-12-20/1,PASS,pass,pass,pass,pass,pass,pass,186831625728,83527645002,83527645002,
ZYE_0052/2021-12-21/1,PASS,pass,pass,pass,pass,pass,pass,132206833152,60534575927,60534575927,
ZYE_0052/2021-12-22/4,PASS,pass,pass,pass,pass,pass,pass,137740316160,61438298522,61438298522,
ZYE_0052/2021-12-31/1,PASS,pass,pass,pass,pass,pass,pass,149913472512,66963190062,66963190062,
ZYE_0052/2022-01-04/1,PASS,pass,pass,pass,pass,pass,pass,134896369152,59633213772,59633213772,
ZYE_0053/2021-12-17/2,PASS,pass,pass,pass,pass,pass,pass,36089777664,16271081942,16271081942,
ZYE_0053/2021-12-19/2,PASS,pass,pass,pass,pass,pass,pass,164673013248,75632310897,75632310897,
ZYE_0053/2021-12-20/1,PASS,pass,pass,pass,pass,pass,pass,149805891072,66436055059,66436055059,
ZYE_0053/2021-12-20/5,PASS,pass,pass,pass,pass,pass,pass,29047623168,12897385147,12897385147,
ZYE_0053/2021-12-21/1,PASS,pass,pass,pass,pass,pass,pass,124045831680,56544067841,56544067841,
ZYE_0053/2021-12-22/1,PASS,pass,pass,pass,pass,pass,pass,138167477760,61525269141,61525269141,
ZYE_0053/2022-01-01/4,PASS,pass,pass,pass,pass,pass,pass,83814170112,37896228684,37896228684,
ZYE_0053/2022-01-02/1,PASS,pass,pass,pass,pass,pass,pass,157273941504,71990958469,71990958469,
ZYE_0053/2022-01-04/1,PASS,pass,pass,pass,pass,pass,pass,129575517696,57773069093,57773069093,
ZYE_0054/2021-12-17/2,PASS,pass,pass,pass,pass,pass,pass,30417071616,13794094222,13794094222,
ZYE_0054/2022-01-03/1,PASS,pass,pass,pass,pass,pass,pass,147135972864,65574837835,65574837835,
ZYE_0055/2022-01-02/1,PASS,pass,pass,pass,pass,pass,pass,71959328256,33460620778,33460620778,
ZYE_0055/2022-01-03/1,PASS,pass,pass,pass,pass,pass,pass,126529064448,57864879039,57864879039,
ZYE_0055/2022-01-06/1,PASS,pass,pass,pass,pass,pass,pass,142101794304,65671550550,65671550550,
ZYE_0055/2022-01-07/1,PASS,pass,pass,pass,pass,pass,pass,42777546240,19845459208,19845459208,
ZYE_0055/2022-01-07/2,PASS,pass,pass,pass,pass,pass,pass,28238863872,13087905700,13087905700,
ZYE_0055/2022-01-07/4,PASS,pass,pass,pass,pass,pass,pass,145042564608,67000437610,67000437610,
ZYE_0055/2022-01-10/1,PASS,pass,pass,pass,pass,pass,pass,170370399744,78429963118,78429963118,
ZYE_0055/2022-01-23/2,PASS,pass,pass,pass,pass,pass,pass,154024349184,68377053751,68377053751,
ZYE_0055/2022-01-24/3,PASS,pass,pass,pass,pass,pass,pass,143214312960,65953960426,65953960426,
ZYE_0056/2021-12-18/1,PASS,pass,pass,pass,pass,pass,pass,29541864960,13394005201,13394005201,
ZYE_0056/2022-01-10/1,PASS,pass,pass,pass,pass,pass,pass,132982052352,60985259579,60985259579,
ZYE_0057/2022-01-10/1,PASS,pass,pass,pass,pass,pass,pass,66537856512,30286646611,30286646611,
ZYE_0057/2022-01-28/1,PASS,pass,pass,pass,pass,pass,pass,238267123200,105950720320,105950720320,
ZYE_0057/2022-01-29/1,PASS,pass,pass,pass,pass,pass,pass,192777296896,85772236511,85772236511,
ZYE_0057/2022-01-30/1,PASS,pass,pass,pass,pass,pass,pass,201648759808,88635708134,88635708134,
ZYE_0058/2022-01-28/1,PASS,pass,pass,pass,pass,pass,pass,38720875520,16544014817,16544014817,
ZYE_0058/2022-01-29/1,PASS,pass,pass,pass,pass,pass,pass,210177059328,92549602124,92549602124,
ZYE_0058/2022-01-30/1,PASS,pass,pass,pass,pass,pass,pass,231283421696,99044019339,99044019339,
ZYE_0058/2022-01-31/1,PASS,pass,pass,pass,pass,pass,pass,238871468032,106119119412,106119119412,
ZYE_0058/2022-02-01/1,PASS,pass,pass,pass,pass,pass,pass,227076949504,102911300987,102911300987,
ZYE_0058/2022-02-02/2,PASS,pass,pass,pass,pass,pass,pass,228953102848,100870305165,100870305165,
ZYE_0058/2022-02-04/1,PASS,pass,pass,pass,pass,pass,pass,232315088384,101516309829,101516309829,
ZYE_0058/2022-03-08/2,PASS,pass,pass,pass,pass,pass,pass,42549726720,19519786898,19519786898,
ZYE_0058/2022-03-09/1,PASS,pass,pass,pass,pass,pass,pass,254283290112,113769903627,113769903627,
ZYE_0058/2022-03-10/1,PASS,pass,pass,pass,pass,pass,pass,234162396672,105135575699,105135575699,
ZYE_0058/2022-03-11/1,PASS,pass,pass,pass,pass,pass,pass,186659495424,85039488951,85039488951,
ZYE_0059/2022-03-08/1,PASS,pass,pass,pass,pass,pass,pass,40885378560,18489765183,18489765183,
ZYE_0059/2022-03-09/1,PASS,pass,pass,pass,pass,pass,pass,199512313344,90813498833,90813498833,
ZYE_0059/2022-03-14/1,PASS,pass,pass,pass,pass,pass,pass,227937861120,103445255389,103445255389,
ZYE_0059/2022-03-15/1,PASS,pass,pass,pass,pass,pass,pass,117575124480,53527816661,53527816661,
ZYE_0059/2022-03-15/5,PASS,pass,pass,pass,pass,pass,pass,130988631552,59293614071,59293614071,
ZYE_0059/2022-03-16/1,PASS,pass,pass,pass,pass,pass,pass,184138292736,81966409414,81966409414,
ZYE_0060/2022-03-23/2,PASS,pass,pass,pass,pass,pass,pass,144202796544,63413699158,63413699158,
ZYE_0060/2022-03-24/1,PASS,pass,pass,pass,pass,pass,pass,157962462720,69336281221,69336281221,
ZYE_0060/2022-03-25/1,PASS,pass,pass,pass,pass,pass,pass,157230276096,69287238672,69287238672,
ZYE_0060/2022-03-26/1,PASS,pass,pass,pass,pass,pass,pass,142178999808,64262700873,64262700873,
ZYE_0062/2022-03-29/1,PASS,pass,pass,pass,pass,pass,pass,180225492480,79653686578,79653686578,
ZYE_0062/2022-03-30/1,PASS,pass,pass,pass,pass,pass,pass,174905273856,77671332655,77671332655,
ZYE_0062/2022-03-30/5,PASS,pass,pass,pass,pass,pass,pass,130021031424,57778880830,57778880830,
ZYE_0062/2022-03-31/2,PASS,pass,pass,pass,pass,pass,pass,159465438720,71096018802,71096018802,
ZYE_0064/2022-04-14/1,PASS,pass,pass,pass,pass,pass,pass,38899551744,17173756386,17173756386,
ZYE_0066/2022-08-15/1,PASS,pass,pass,pass,pass,pass,pass,26132109824,11667012474,11667012474,
ZYE_0066/2022-10-23/6,PASS,pass,pass,pass,pass,pass,pass,167863119360,74457947832,74457947832,
ZYE_0066/2022-10-25/1,PASS,pass,pass,pass,pass,pass,pass,108857863680,45811757737,45811757737,
ZYE_0066/2022-10-25/6,PASS,pass,pass,pass,pass,pass,pass,138695259648,58147106861,58147106861,
ZYE_0067/2022-08-15/2,PASS,pass,pass,pass,pass,pass,pass,69453566464,32836009808,32836009808,
ZYE_0067/2022-10-23/2,PASS,pass,pass,pass,pass,pass,pass,171853757952,80222738252,80222738252,
ZYE_0067/2022-10-26/3,PASS,pass,pass,pass,pass,pass,pass,194292082176,88181171294,88181171294,
ZYE_0068/2022-08-15/1,PASS,pass,pass,pass,pass,pass,pass,69106804224,31545988721,31545988721,
ZYE_0069/2023-07-14/4,PASS,pass,pass,pass,pass,pass,pass,46744770048,19893243643,19893243643,
ZYE_0069/2023-07-14/6,PASS,pass,pass,pass,pass,pass,pass,52787049984,23253046727,23253046727,
ZYE_0069/2023-07-17/1,PASS,pass,pass,pass,pass,pass,pass,97092883968,41996197059,41996197059,
